id,title,category,activity_key,lat,lng,duration,format,zone,distance,image,vivanote,shortDescription,includes,requirements,idealFor,effortLevel,weatherNote,clothingNote,importantToKnow,needsPhone,needsPeopleCount,extraAllowed,maxExtraPeople,extraRequiresApproval,extraNote,city,ambiance,environment,durationType,engagement,calma_tipo,participacion_tipo,sacudida_tipo,resolucion
Aika Reserva Glamping,Noche de glamping en reserva natural privada,estancias,glamping,4.968712382,-74.08682151,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/9666094/pexels-photo-9666094.jpeg,Valoramos este glamping por estar dentro de una reserva natural privada. Es una noche pensada para la cercanía con el entorno.,Noche de glamping en reserva natural privada para descansar rodeado de paisaje.,Noche de glamping,Alojamiento equipado,Mayores de 8 años,descanso,naturaleza,desconexión,medio,Depende de condiciones climáticas.,Ropa cómoda,Abrigo ligero,Llegar antes del anochecer,TRUE,TRUE,Cundi Norte,relax,outdoor,larga,relajado,ambiental,(vide),(vide),entorno
7magos Suesca,Noche en domo o refugio en paisaje rocoso,estancias,glamping,5.108860394,-73.76554252,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/9666094/pexels-photo-9666094.jpeg,Seleccionamos este domo por su relación con el paisaje rocoso de la zona. Representa una noche en entorno geográfico particular.,Noche en domo o refugio en paisaje rocoso para experiencia de naturaleza abierta.,Noche de alojamiento,Domo equipado,Mayores de 8 años,naturaleza,descanso,experiencia,medio,Depende de condiciones climáticas.,Ropa cómoda,Abrigo para clima frío,Entorno natural,TRUE,TRUE,Cundi Norte,relax,outdoor,larga,relajado,ambiental,(vide),(vide),entorno
Hotel Tsia Bie,Estadía en hotel rural con entorno natural,estancias,hotel_stay,4.583759058,-73.93253706,60,duo,Cundi Oriente,Cercana,https://images.pexels.com/photos/1001965/pexels-photo-1001965.jpeg,Incluimos este hotel por su ubicación en entorno natural. Representa la estadía rural como forma de desconexión.,Estadía en hotel rural rodeado de entorno natural para desconectar del ritmo urbano.,Noche de alojamiento,Habitación equipada,Mayores de 8 años,descanso,naturaleza,desconexión,suave,Depende de condiciones del entorno.,Ropa cómoda,Abrigo ligero,Señal limitada,TRUE,TRUE,Cundi Oriente,relax,indoor,larga,relajado,ambiental,(vide),(vide),entorno
Hotel Finca San José,Estadía rural en finca tradicional campestre,estancias,hotel_stay,4.608582203,-74.36583288,60,duo,Cundi Sur,Cercana,https://images.pexels.com/photos/1001965/pexels-photo-1001965.jpeg,Valoramos esta finca por su carácter campestre tradicional. Es un plan de estadía ligado a la vida rural.,Estadía rural en finca tradicional campestre para disfrutar entorno abierto.,Noche de alojamiento,Habitación rural,Mayores de 8 años,descanso,naturaleza,desconexión,suave,Depende de condiciones del entorno.,Ropa cómoda,Abrigo ligero,Llegar antes del anochecer,TRUE,TRUE,Cundi Sur,relax,outdoor,larga,relajado,ambiental,(vide),(vide),entorno
Hostal San Rafael,Estadía tranquila en hostal rodeado de naturaleza,estancias,hotel_stay,4.679598474,-74.00252724,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/1001965/pexels-photo-1001965.jpeg,Valoramos este hostal por su ambiente tranquilo en medio de la naturaleza. Es un plan de descanso sencillo y cercano al entorno.,Estadía tranquila en hostal rodeado de naturaleza para descanso sencillo.,Noche de alojamiento,Habitación básica,Mayores de 8 años,descanso,naturaleza,desconexión,suave,Depende de condiciones del entorno.,Ropa cómoda,Abrigo ligero,Ambiente tranquilo,TRUE,TRUE,Cundi Sur,"romántico,relax",outdoor,larga,relajado,ambiental,(vide),(vide),entorno
La Palma y el Tucán Hotel,Estadía en hotel rodeado de bosque y aves,estancias,hotel_stay,4.717540593,-74.40938327,60,duo,Cundi Occidente,Cercana,https://images.pexels.com/photos/1001965/pexels-photo-1001965.jpeg,Elegimos este hotel por la presencia de bosque y observación de aves. Es una estadía que conecta descanso y naturaleza.,Estadía en hotel rodeado de bosque y aves para descansar en entorno natural.,Noche de alojamiento,Habitación equipada,Mayores de 8 años,naturaleza,descanso,observación,suave,Depende de condiciones del entorno.,Ropa cómoda,Abrigo ligero,Entorno natural,TRUE,TRUE,Cundi Norte,relax,indoor,larga,relajado,ambiental,(vide),(vide),entorno
Finca San Gregorio,Estadía en finca campestre con entorno natural,estancias,hotel_stay,4.942996819,-73.90802201,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/1001965/pexels-photo-1001965.jpeg,Seleccionamos esta finca por su entorno campestre amplio. Representa el descanso en paisaje rural.,Estadía en finca campestre con entorno natural para disfrutar descanso al aire libre.,Noche de alojamiento,Espacio natural,Mayores de 8 años,descanso,naturaleza,desconexión,suave,Depende de condiciones del entorno.,Ropa cómoda,Abrigo ligero,Entorno natural,TRUE,TRUE,Cundi Norte,relax,outdoor,larga,relajado,ambiental,(vide),(vide),entorno
Finca Agrreste,Estadía rural en finca rodeada de paisajes verdes,estancias,hotel_stay,5.076692495,-73.86069394,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/1001965/pexels-photo-1001965.jpeg,Valoramos esta finca por el paisaje verde que la rodea. Es un plan de estadía ligado al campo abierto.,Estadía rural en finca rodeada de paisajes verdes para descanso en entorno abierto.,Noche de alojamiento,Espacio natural,Mayores de 8 años,descanso,naturaleza,desconexión,suave,Depende de condiciones del entorno.,Ropa cómoda,Abrigo ligero,Ambiente tranquilo,TRUE,TRUE,Cundi Norte,relax,outdoor,larga,relajado,ambiental,(vide),(vide),entorno
La Montaña,Parrilla y cocina de montaña tradicional,gastro,bbq,4.528604623,-73.92210823,60,duo,Cundi Oriente,Cercana,https://images.pexels.com/photos/12261087/pexels-photo-12261087.jpeg,Elegimos este lugar por su cocina de montaña y preparaciones a la parrilla. Representa un estilo gastronómico ligado al entorno y al fuego.,Parrilla y cocina de montaña tradicional en entorno inspirado en paisaje natural.,Comida servida,Espacio restaurante,Mayores de 8 años,gastronomía,encuentro,tradición,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Cundi Oriente,social,outdoor,media,relajado,ambiental,(vide),(vide),inmediato
La Anticuchería,Anticuchos peruanos a la parrilla,gastro,bbq,4.649362738,-74.05598051,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/12261087/pexels-photo-12261087.jpeg,Elegimos este lugar por su especialidad en anticuchos preparados a la parrilla. Representa una tradición peruana llevada a mesa.,Anticuchos peruanos a la parrilla en experiencia gastronómica tradicional.,Comida servida,Espacio restaurante,Mayores de 8 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
La Cabrera Bogotá l Parrilla Argentina | Restaurante Zona G,Parrilla argentina de cortes a la brasa,gastro,bbq,4.65143408,-74.05554263,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/12261087/pexels-photo-12261087.jpeg,Valoramos esta parrilla por su enfoque en cortes argentinos a la brasa. Es un plan donde la carne y el fuego son el eje.,Parrilla argentina de cortes a la brasa en experiencia gastronómica tradicional.,Comida servida,Espacio restaurante,Mayores de 8 años,gastronomía,encuentro,tradición,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Fogo da Bahia,Rodizio brasileño de carnes a la espada,gastro,bbq,4.653326593,-74.05918528,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/12261087/pexels-photo-12261087.jpeg,Seleccionamos este rodizio por su servicio de carnes a la espada al estilo brasileño. Representa la parrilla en formato tradicional.,Rodizio brasileño de carnes a la espada en experiencia gastronómica tradicional.,Comida servida,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Di Carbone Hotel Restaurante Gastrobar,Cena italiana a la brasa estilo rústico,gastro,bbq,4.805104687,-74.36001936,60,duo,Cundi Occidente,Cercana,https://images.pexels.com/photos/12261087/pexels-photo-12261087.jpeg,Seleccionamos esta mesa por su cocina italiana a la brasa en estilo rústico. Representa el uso del fuego como base.,Cena italiana a la brasa estilo rústico en ambiente gastronómico.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,tradición,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Testarudo Colombia,Cena de carnes maduradas a la parrilla,gastro,bbq,4.901431061,-74.02944474,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/12261087/pexels-photo-12261087.jpeg,Incluimos esta mesa por su especialidad en carnes maduradas a la parrilla. Representa la carne desde el tiempo y el fuego.,Cena de carnes maduradas a la parrilla en experiencia gastronómica tradicional.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,tradición,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
El Mana Coffee & Brunch,Brunch de café de especialidad y cocina ligera,gastro,brunch,4.329402912,-74.38734573,60,duo,Cundi Sur,Cercana,https://images.pexels.com/photos/2874780/pexels-photo-2874780.jpeg,Elegimos este brunch por la combinación de café de especialidad y cocina ligera en un formato relajado. Es un plan donde la calidad del producto y el ritmo pausado marcan la experiencia.,Brunch de café de especialidad acompañado de cocina ligera en ambiente relajado.,Brunch,Bebida caliente,Mayores de 8 años,comida,encuentro,relajado,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Cundi Sur,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
HAB Café,Brunch de café de especialidad y panadería,gastro,brunch,4.643042455,-74.06090013,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/2874780/pexels-photo-2874780.jpeg,Incluimos este brunch por su enfoque en café de especialidad y panadería. Es un plan de mañana donde producto y pausa se combinan.,Brunch de café de especialidad acompañado de panadería artesanal.,Brunch,Bebida caliente,Mayores de 8 años,encuentro,gastronomía,relajado,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
CoCo&Social,Brunch social con cocina internacional,gastro,brunch,4.649303562,-74.05653924,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/2874780/pexels-photo-2874780.jpeg,Incluimos este brunch por su formato social con cocina internacional. Es un plan pensado para compartir en ambiente relajado.,Brunch social con cocina internacional en ambiente relajado.,Brunch,Bebida incluida,Mayores de 8 años,encuentro,gastronomía,relajado,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Flambée Bistró & Café,Brunch francés con panadería artesanal,gastro,brunch,4.674541922,-74.04720449,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/2874780/pexels-photo-2874780.jpeg,Valoramos este brunch por su enfoque francés en panadería y café. Representa una mañana de estilo europeo.,Brunch francés con panadería artesanal en ambiente relajado.,Brunch,Bebida incluida,Mayores de 8 años,encuentro,gastronomía,relajado,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Bealé Pâtisserie,Pastelería francesa de autor,gastro,chef_hat,4.656484558,-74.06062037,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/2977514/pexels-photo-2977514.jpeg,Elegimos esta pastelería por su trabajo de autor en técnica francesa. Es un plan centrado en el detalle dulce.,Pastelería francesa de autor con enfoque en técnicas tradicionales.,Degustación,Espacio pastelería,Mayores de 8 años,gastronomía,dulce,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Les Amis Bizcocheria,Pastelería francesa artesanal de autor,gastro,chef_hat,4.671902077,-74.05523203,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/2977514/pexels-photo-2977514.jpeg,Valoramos esta pastelería por su enfoque artesanal en técnica francesa. Representa el trabajo dulce desde la tradición.,Pastelería francesa artesanal de autor con selección de postres.,Degustación,Espacio pastelería,Mayores de 8 años,gastronomía,dulce,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
C´est si Bon pastelería,Pastelería francesa clásica artesanal,gastro,chef_hat,4.678048435,-74.04733724,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/2977514/pexels-photo-2977514.jpeg,Valoramos esta pastelería por su enfoque en clásicos franceses. Representa la tradición dulce desde lo esencial.,Pastelería francesa clásica artesanal con selección de postres tradicionales.,Degustación,Espacio pastelería,Mayores de 8 años,gastronomía,dulce,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Jade Pimont Pâtisserie Française,Pastelería francesa fina de autor,gastro,chef_hat,4.697738598,-74.04598048,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/2977514/pexels-photo-2977514.jpeg,Seleccionamos esta pastelería por su trabajo fino en técnica francesa. Representa el detalle dulce desde la precisión.,Pastelería francesa fina de autor con selección de postres artesanales.,Degustación,Espacio pastelería,Mayores de 8 años,gastronomía,dulce,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
SemillaBread Bakery,Panadería artesanal con fermentaciones naturales,gastro,chef_hat,4.70086004,-74.04611856,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/1267320/pexels-photo-1267320.jpeg,Seleccionamos esta panadería por su trabajo con fermentaciones naturales. Representa el pan como proceso artesanal.,Panadería artesanal con fermentaciones naturales y productos frescos.,Degustación,Espacio panadería,Mayores de 8 años,gastronomía,tradición,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Café Devotion Ltda,Cata guiada de café de especialidad,gastro,coffee_tasting,4.650315929,-74.1192829,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/11215766/pexels-photo-11215766.jpeg,Seleccionamos esta cata por el enfoque en café de especialidad desde el origen. Es una experiencia centrada en el grano y su perfil.,Cata guiada de café de especialidad para explorar perfiles de sabor.,Cata guiada,Bebida incluida,Mayores de 10 años,gastronomía,cultura,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),comprender
Caffa Torre Samsung,Cata de café de especialidad guiada,gastro,coffee_tasting,4.691995549,-74.03422509,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/11215766/pexels-photo-11215766.jpeg,Valoramos esta cata por su enfoque en café de especialidad guiado. Es una experiencia centrada en el perfil de la bebida.,Cata guiada de café de especialidad para descubrir perfiles de sabor.,Cata guiada,Bebida incluida,Mayores de 10 años,gastronomía,cultura,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),comprender
Restaurante Suizo,Cocina suiza tradicional de recetas clásicas,gastro,dining,4.527729353,-73.92343745,60,duo,Cundi Oriente,Cercana,https://images.pexels.com/photos/4255484/pexels-photo-4255484.jpeg,Incluimos esta cocina por su enfoque en recetas suizas tradicionales. Es un plan que conecta técnica clásica y platos representativos.,Experiencia de cocina suiza tradicional con recetas clásicas en ambiente acogedor.,Comida servida,Espacio restaurante,Mayores de 8 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Cundi Oriente,social,indoor,media,relajado,ambiental,(vide),(vide),duradero
Refugio del Salto de Tequendama,Almuerzo tradicional con vista natural,gastro,dining,4.577981554,-74.29726507,60,duo,Cundi Sur,Cercana,https://images.pexels.com/photos/4255484/pexels-photo-4255484.jpeg,Seleccionamos este almuerzo por la relación directa entre mesa y paisaje natural. Es una experiencia donde la vista hace parte del momento gastronómico.,Almuerzo tradicional con vista natural en espacio histórico cercano al salto.,Comida servida,Espacio restaurante,Mayores de 8 años,gastronomía,paisaje,encuentro,suave,Depende de condiciones del entorno.,Ropa cómoda,Abrigo ligero,Llegar puntual,TRUE,TRUE,Cundi Sur,"romántico,relax",indoor,media,relajado,ambiental,(vide),(vide),inmediato
Mestizo Cocina de Origen,Cena de cocina colombiana de raíces,gastro,dining,4.583115047,-74.44605831,60,duo,Cundi Sur,Cercana,https://images.pexels.com/photos/4255484/pexels-photo-4255484.jpeg,Valoramos esta propuesta por su trabajo con raíces culinarias colombianas. Es un plan que mira el origen como punto de partida creativo.,Cena de cocina colombiana de raíces enfocada en sabores tradicionales.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Cundi Sur,social,indoor,media,relajado,ambiental,(vide),(vide),duradero
Santa Fe Restaurante Bogotá,Cena tradicional colombiana en salón histórico,gastro,dining,4.594512135,-74.0758109,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/4255484/pexels-photo-4255484.jpeg,Elegimos este salón por su carácter histórico aplicado a la cocina tradicional colombiana. Representa una experiencia donde espacio y receta dialogan.,Cena tradicional colombiana en salón histórico con ambiente cultural.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,"romántico,social",indoor,media,relajado,ambiental,(vide),(vide),duradero
Restaurante Casa San Isidro,Cena tradicional colombiana en entorno histórico,gastro,dining,4.604126118,-74.05526112,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/4255484/pexels-photo-4255484.jpeg,Seleccionamos esta mesa por su entorno con carácter histórico acompañado de cocina tradicional. Representa una experiencia gastronómica ligada al lugar.,Cena tradicional colombiana en entorno histórico con vista representativa.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),duradero
Ushin Japanese & Grill,Cena japonesa con parrilla y sushi,gastro,dining,4.644079885,-74.10005895,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/10557030/pexels-photo-10557030.jpeg,Elegimos esta cena por la combinación de parrilla japonesa y sushi. Es una experiencia que une técnica de fuego y tradición nipona.,Cena japonesa con parrilla y sushi en ambiente moderno.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Oliveto Pizza & Pasta Rosales,Cena italiana de pizzas artesanales y pastas,gastro,dining,4.652081223,-74.05480973,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/10557030/pexels-photo-10557030.jpeg,Incluimos esta mesa por su cocina italiana centrada en pizzas y pastas artesanales. Representa la tradición italiana desde lo clásico.,Cena italiana de pizzas artesanales y pastas frescas en ambiente acogedor.,Cena,Espacio restaurante,Mayores de 8 años,gastronomía,encuentro,tradición,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Abasto Quinta Camacho,Cena de cocina local de temporada,gastro,dining,4.653200165,-74.0590165,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/10557030/pexels-photo-10557030.jpeg,Elegimos esta propuesta por su cocina de temporada con enfoque local. Es un plan donde el producto marca el menú.,Cena de cocina local de temporada enfocada en ingredientes frescos.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,temporada,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Tremé,Cena criolla inspirada en cocina de Nueva Orleans,gastro,dining,4.655016036,-74.05919885,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/10557030/pexels-photo-10557030.jpeg,Valoramos esta cocina por su inspiración en recetas criollas de Nueva Orleans. Es una experiencia que trae otra tradición al contexto local.,Cena criolla inspirada en cocina de Nueva Orleans con sabores tradicionales.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Restaurante Nueve,Cena contemporánea de cocina internacional,gastro,dining,4.655612762,-74.05927155,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/10557030/pexels-photo-10557030.jpeg,Incluimos esta mesa por su cocina contemporánea de enfoque internacional. Representa una propuesta versátil en sabores.,Cena contemporánea de cocina internacional en ambiente moderno.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,encuentro,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),duradero
El Bandido Bistro,Cena bistró francesa de cocina clásica,gastro,dining,4.661537023,-74.05043934,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/10557030/pexels-photo-10557030.jpeg,Valoramos este bistró por su apego a la cocina francesa clásica. Es una experiencia que rescata el formato tradicional de mesa.,Cena bistró francesa de cocina clásica en ambiente acogedor.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),duradero
Omnia | Restaurante Fusion Asiatica,Cena de cocina asiática fusión contemporánea,gastro,dining,4.666162291,-74.05565779,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Seleccionamos esta propuesta por su cocina asiática fusión en formato actual. Es un plan donde distintas influencias se encuentran.,Cena de cocina asiática fusión contemporánea en ambiente moderno.,Cena,Espacio restaurante,Mayores de 12 años,gastronomía,encuentro,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Storia D'Amore zona T,Cena italiana artesanal con pastas frescas,gastro,dining,4.667218361,-74.05464976,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Valoramos esta mesa por su cocina italiana artesanal con pastas frescas. Representa la tradición italiana en formato cercano.,Cena italiana artesanal con pastas frescas en ambiente acogedor.,Cena,Espacio restaurante,Mayores de 8 años,gastronomía,tradición,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Cantina La 15 Bogotá - Bar y Restaurante Mexicano,Cena mexicana tradicional con platos típicos,gastro,dining,4.668437044,-74.05431742,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Elegimos esta cena por su enfoque en platos mexicanos tradicionales. Es una experiencia ligada a recetas representativas.,Cena mexicana tradicional con platos típicos en ambiente cultural.,Cena,Espacio restaurante,Mayores de 8 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Astoria Rooftop | The Best Rooftop in Colombia,Cena en rooftop con cocina internacional,gastro,dining,4.669118885,-74.05317928,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Seleccionamos esta mesa por combinar cocina internacional con vista en altura. Representa el plan gastronómico con perspectiva urbana.,Cena en rooftop con cocina internacional y ambiente social.,Cena,Espacio restaurante,Mayores de 12 años,gastronomía,encuentro,experiencia,suave,Depende de condiciones climáticas.,Ropa cómoda,Abrigo ligero,Puntualidad requerida,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
Oficial (peruano),Cena peruana contemporánea de autor,gastro,dining,4.669228218,-74.05350378,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Incluimos esta cena por su mirada contemporánea a la cocina peruana. Es un plan que une tradición y técnica actual.,Cena peruana contemporánea de autor enfocada en ingredientes y técnica.,Cena,Espacio restaurante,Mayores de 12 años,gastronomía,cultura,experiencia,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),duradero
Osaka Bogotá,Cena japonesa-peruana de cocina nikkei,gastro,dining,4.669496506,-74.05364868,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Elegimos esta propuesta por su cocina nikkei que une Japón y Perú. Representa el cruce de dos tradiciones en un mismo menú.,Cena japonesa-peruana de cocina nikkei en ambiente moderno.,Cena,Espacio restaurante,Mayores de 12 años,gastronomía,fusión,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),duradero
Selvátiko by Petronio,Cena de cocina del Pacífico colombiano,gastro,dining,4.673083241,-74.06147208,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Incluimos esta mesa por su cocina inspirada en el Pacífico colombiano. Es una experiencia ligada a sabores de esa región.,Cena de cocina del Pacífico colombiano enfocada en sabores regionales.,Cena,Espacio restaurante,Mayores de 10 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Llegar puntual,TRUE,TRUE,Bogotá,social,indoor,media,relajado,ambiental,(vide),(vide),duradero
Restaurante Puente Viejo,Almuerzo tradicional en entorno histórico,gastro,dining,4.673464934,-73.99570895,60,duo,Cundi Norte,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Elegimos este almuerzo por su entorno histórico que acompaña la cocina tradicional. Representa una comida ligada al lugar.,Almuerzo tradicional en entorno histórico con ambiente cultural.,Almuerzo,Espacio restaurante,Mayores de 8 años,gastronomía,cultura,encuentro,suave,Actividad en entorno interior.,Ropa cómoda,—,Puntualidad requerida,TRUE,TRUE,Cundi Norte,"romántico,relax",indoor,media,relajado,ambiental,(vide),(vide),inmediato
Monaco Rooftop,Cena en rooftop con cocina internacional,gastro,dining,4.674998195,-74.05380212,60,duo,Bogotá,Cercana,https://images.pexels.com/photos/35452249/pexels-photo-35452249.jpeg,Elegimos esta mesa por su cocina internacional acompañada de vista en altura. Representa la experiencia gastronómica urbana.,Cena en rooftop con cocina internacional y vista panorámica.,Cena,Espacio restaurante,Mayores de 12 años,gastronomía,encuentro,experiencia,suave,Depende de condiciones climáticas.,Ropa cómoda,Abrigo ligero,Puntualidad requerida,TRUE,TRUE,Bogotá,romántico,indoor,media,relajado,ambiental,(vide),(vide),inmediato
